Date,Close,Volumn,Single,RSI,SMA20,SMA21,EMA12,EMA26,EMA_fast,EMA_slow,MACD,SignalLine,BB_Upper,BB_Lower,MFI,OBV,ROC,MACD_tailor,Signalline_tailor,--,OBV 趨勢反轉,DSAM 連續up/down,MACD反轉,RSI突破,EMA12 vs EMA26,BB突破,MFI反轉,OBV vs ROC,MACD vs Signal Line,--,OBV P&L per position,DSAM P&L per position,MACD P&L per position,RSI P&L per position,EMA12 vs EMA26 P/L per position,BB突破 P&L per position,MFI反轉 P&L per position,OBV vs ROC P&L per position,MACD vs Signal Line P&L per position
2016-05-12,454.731,697010377.085636,Hold+,53.672836115993306,454.0628499999995,453.74976190476144,453.72962043653627,448.5492577743863,453.728614182759,443.67452707694184,5.180362662149946,6.246611911676736,466.9890610095395,441.1366389904595,67.69136937942775,HOLD,-0.401913414489905,-0.703992857142623,1.001270408163285,,Hold+,Buy,0,Hold-,Hold-,Hold+,Buy,0,0,,,,,,,,,,
2016-05-13,456.007,489812072.369457,Hold+,49.582355841788385,454.2722999999995,454.1554285714281,454.079986523223,449.10168312443176,454.0790299214506,444.2985502068486,4.97830339879124,5.992950209099637,467.1810967085682,441.36350329143085,64.90948138097733,DOWN,1.8093203215877158,-0.9533714285712449,0.25538163265313835,,Hold+,Sell,0,Hold-,Hold-,Hold+,Hold+,0,0,,,1.2760000000000105,,,,,,,
2016-05-14,455.503,540603400.501336,Hold+,56.46654414267268,454.0512999999996,454.3309047619044,454.2989116734964,449.5758547448442,454.29803651953154,444.86549536638205,4.72305692865217,5.738971553010144,466.7015198541323,441.40108014586696,64.14079799994539,UP,0.6431841481952844,-0.18951428571421047,-0.23419387755089766,,Hold+,Buy,0,Hold-,Hold-,Hold+,Hold+,0,0,,,,,,,,,,
2016-05-15,457.837,514727783.64522,Hold+,54.64908082043613,453.91984999999966,454.23157142857104,454.8432329544969,450.1877914304113,454.8423291028276,445.5218535008431,4.655441524085575,5.5222655472252296,466.34199374710244,441.4977062528969,64.340709861496,HOLD,3.003230683393025,0.31657857142863577,-0.4251040816325095,,Hold+,Sell,0,Hold-,Hold-,Hold+,Hold+,0,0,,,2.334000000000003,,,,,,,
2016-05-16,454.893,649625052.453777,Hold+,60.151417588635056,453.2716999999998,453.96619047619015,454.8508894230358,450.536325398529,454.8501222868126,445.99603351370047,4.314564024506808,5.280725242681546,463.84773684801286,442.6956631519867,64.83830076414293,UP,1.019986675549625,1.7079428571428252,-0.24905510204068346,,Hold+,Buy,0,Buy,Hold-,Hold+,Hold+,0,0,,,,,-10.404999999999973,,,,,
2016-05-17,452.422,456208618.570111,Hold+,52.214661434415795,453.65334999999976,453.2312380952379,454.4772141271842,450.676004998638,454.4766770791008,446.32118741790725,3.8012091285461906,4.984822019854476,463.46368069403457,443.84301930596496,64.94392050863009,DOWN,1.186037721501434,1.477864285714361,0.13307448979603415,,Hold+,Sell,0,0,Hold-,Hold+,Hold+,0,0,,,-2.470999999999947,,,,,,,
2016-05-18,453.371,382814029.874501,Sell,56.84385673001074,453.85284999999976,453.6399047619045,454.3070273383866,450.8756342579982,454.30662394433506,446.6779079345612,3.431393080388432,4.674136231961267,463.4574874385666,444.2482125614329,59.87970811720281,DOWN,0.9910407598649628,1.7249357142857775,0.4829204081633601,,Sell,Buy,0,0,Hold-,Hold+,Hold+,0,0,,8.882999999999981,,,,,,,,
2016-05-19,440.538999999999,626926267.802672,0,42.60823560532659,453.0514999999997,453.21885714285685,452.18886928632696,450.10995764629456,452.1891633816962,446.36727919307236,2.078911640032402,4.155091313575494,464.24583333150497,441.8571666684944,64.4315181865779,UP,-4.56674320870001,1.9275000000001228,0.8588479591837525,,Buy,Sell,0,0,Hold-,Hold+,Hold+,0,0,,,-12.83200000000096,,,,,,,
2016-05-20,441.888,644225134.663831,0,28.247640885442408,452.75074999999987,452.5199047619045,450.6041201653536,449.500923746569,450.6048444535913,446.1406276659029,1.1031964187845915,3.5447123346173135,464.8167517164367,440.684748283563,57.94661120685919,HOLD,-3.7800926732395315,0.8188214285714253,1.112018367346991,,Hold+,Buy,0,0,Hold-,Hold+,Hold+,0,Sell,,,,,,,,,,
2016-05-21,443.146999999999,382669886.131147,0,31.803901182109513,452.2784999999997,452.2934285714284,449.4568709091452,449.0302627283046,449.4578279766288,445.9891501060082,0.426608180840617,2.9210915038619745,465.08714263320917,439.4698573667903,56.59904025365313,DOWN,-3.513302255907793,0.1409999999999627,1.1592346938775873,,Hold+,Sell,0,Buy,Hold-,Hold+,Hold+,0,Hold-,,,1.2589999999990482,,,,,,,
2016-05-22,438.675,369986913.352058,Buy,28.83319638455302,451.9878499999997,451.63071428571396,447.7981215385075,448.2632062299117,447.79942903382323,445.6190541106442,-0.46508469140422903,2.2438562648087337,465.76781312385253,438.20788687614686,61.222821294924834,HOLD,-4.996675668710355,-1.0403499999999326,0.9653877551020774,,Hold+,Buy,0,Sell,Hold-,Hold+,Hold+,0,Hold-,,,,,-4.471999999999014,,,,,
2016-05-23,443.175,378979422.057855,Hold+,31.690196387728435,451.6315999999997,451.5681904761902,447.08687207104475,447.88630206473306,447.08819184842116,445.49538497264564,-0.7994299936883067,1.6351990131093257,465.95305448949705,437.31014551050237,55.621212969918986,HOLD,-1.5879607217879943,-2.0106714285712997,0.4341571428572024,,Hold+,Sell,0,Buy,Hold-,Hold+,Hold+,0,Hold-,,,4.5,,,,,,,
2016-05-24,445.769,423917608.137698,Hold+,44.560624507628624,451.56409999999977,451.3524285714283,446.8841225216533,447.7294648747528,446.885300142134,445.5092298930298,-0.845342353099511,1.1390907398675585,465.9874704638286,437.14072953617097,52.583662205290366,UP,-1.4175802060688285,-2.268671428571281,-0.10106224489788929,,Hold+,Buy,0,Hold+,Hold-,Hold+,Hold+,0,Hold-,,,,,,,,,,
2016-05-25,449.054999999999,593928754.579371,Hold+,46.39444162319253,451.57074999999975,451.44461904761874,447.218103672168,447.8276526618081,447.21899998027357,445.6886458604425,-0.609548989640075,0.7893627939660318,465.9891131434654,437.1523868565341,63.504166557692045,UP,-1.2482104804820897,-2.498464285714192,-0.7044051020407421,,Hold+,Sell,0,Hold+,Hold-,Hold+,Hold+,0,Hold-,,,3.285999999998978,,,,,,,
2016-05-26,453.731999999999,772901620.220011,Hold+,48.90091755231257,451.17634999999973,451.67366666666635,448.2202415687574,448.2650117238963,448.2206993833073,446.09563957990406,-0.04477015513890592,0.6225362041450444,464.8495756891842,437.5031243108153,63.07954374205384,UP,-0.4988958502832194,-2.175421428571383,-1.2905367346938144,,Hold+,Buy,0,Hold+,Hold-,Hold+,Hold+,0,Hold-,,,,,,,,,,
2016-05-27,473.864,1609915743.8194,Hold+,63.885044243658925,451.9071499999997,452.256714285714,452.16543517356394,450.16123307768174,452.1646390181546,447.50071861716094,2.0042020958821922,0.8988693824924741,468.6211075114554,435.193192488544,63.46307200771969,UP,4.030928446135369,-1.6307214285714053,-1.6404714285713615,,Hold+,Sell,Buy,Hold+,Buy,Hold+,Hold+,Buy,Hold-,,,20.13200000000097,,,-21.27199999999999,,,,
2016-05-28,528.545,2308852891.94056,Hold+,80.8246117488184,455.37024999999977,455.55657142857115,463.9161374545541,455.9674380348905,463.91193853716237,451.6015592551326,7.948699419663569,2.3088353899266933,493.50032775814395,417.2401722418556,68.66794864932025,UP,15.443924366095352,0.12346428571424894,-1.6429765306121777,,Hold+,Buy,Sell,Hold+,0,Hold+,Hold+,Hold+,Buy,,,,54.68099999999998,,,,,,-86.65699999999998
2016-05-29,524.624,2265760454.97111,Hold+,77.81238808332022,458.51409999999976,458.6680476190474,473.25580861539186,461.05310929156525,473.2494535901468,455.2964947568229,12.202699323826607,4.2876081767066765,507.6407495023456,409.3874504976539,80.24956502370974,HOLD,15.329099370621236,1.7501142857142895,-1.244338775510146,,Hold+,Hold+,Buy,Hold+,0,Hold+,Hold+,Hold+,0,,,,,,,,,,
2016-05-30,534.224,1027238918.15732,Hold+,81.30094773640153,462.70899999999983,462.11933333333315,482.63553036687006,466.4731752699678,482.6273388279822,459.2902265221277,16.162355096902274,6.662557560745796,522.1392453389908,403.27875466100886,62.74211459370376,DOWN,18.080906764038886,3.2217142857140857,-0.4968551020408053,,Hold+,Sell,Hold+,Hold+,0,Hold+,Hold+,Hold+,0,,,5.679000000000087,,,,,,,
2016-05-31,531.407,976889071.470243,Hold+,81.07957094177183,466.6703999999998,465.98033333333314,490.1388333873516,471.28308821293314,490.12965071623853,462.93933526010807,18.855745174418473,9.101195083480333,533.2744338509693,400.06636614903033,69.27516031832852,HOLD,17.212393382020476,4.902099999999962,0.5275408163265151,,Hold+,Buy,Sell,Hold+,0,Hold+,Hold+,Hold+,0,,,,6.7830000000000155,,,,,,
2016-06-01,539.167999999999,864207752.912364,Hold+,82.04226141125318,470.89224999999976,470.1226666666665,497.6817820969897,476.31160019716026,497.6717488360809,466.79650569594656,21.370181899829447,11.554992446750155,544.6319553364417,397.1525446635579,65.82567061588,DOWN,22.38825620433155,6.808607142857056,1.8571224489795506,,Hold+,Sell,Buy,Hold+,0,Hold+,Hold+,Hold+,0,,,7.760999999998944,,,,,,,
2016-06-02,538.832,655601895.742846,Hold+,90.48811632409421,475.03349999999983,474.127476190476,504.012584851299,480.9427409232965,504.00219546509163,470.4415017077317,23.069843928002456,13.857962743000616,554.345773704708,395.7212262952916,67.34594249378092,DOWN,21.938590774132816,9.688285714285598,3.5519377551019766,,Sell,Buy,Hold+,Hold+,0,Hold+,Hold+,Sell,0,,98.29300000000097,,,,,,,64.96800000000002,
2016-06-03,570.444999999999,947549857.377604,Hold+,92.38636588437885,480.78059999999977,479.5769047619046,514.2329564126375,487.5725378919411,514.2210988025604,475.50167872132045,26.66041852069634,16.418453898539763,570.1537448476435,391.40745515235614,66.56538564544402,UP,28.72590810724213,13.123828571428476,5.659730612244816,,Buy,Sell,Sell,Hold+,0,Hold+,Hold+,Buy,0,,,31.612999999999033,31.277000000000044,,,,,,
2016-06-04,573.525999999999,1014758653.67328,Hold+,92.47675456601036,486.5650499999998,485.1970476190474,523.3549631183854,493.93946101105655,523.3421926067265,480.4617093780216,29.415502107328848,19.017863540297583,584.2724634438332,388.8576365561664,67.80410172077009,HOLD,30.740525445944954,16.65216428571415,8.020973469387659,,Hold+,Buy,Buy,Hold+,0,Hold+,Hold+,Hold+,0,,,,,,,,,,
2016-06-05,574.47567472077,980649173.436705,Hold+,95.28238578088667,492.54418373603824,490.75127022479836,531.2196879802907,499.9051064710353,531.2065221558663,485.2188160243647,31.31458150925539,21.477207134089145,596.5251201789856,388.5632472930909,69.61849139386544,HOLD,29.627274715579627,20.373078744016425,10.681396963430823,,Hold+,Sell,Hold+,Hold+,0,Hold+,Hold+,Hold+,0,,,0.9496747207709859,,,,,,,
2016-06-06,585.563,850291006.702601,Hold+,95.48091173915327,499.20123373603826,496.97365117717925,539.5801975217844,506.250135621329,539.566548448294,490.29623173353184,33.330061900455405,23.8477780873624,609.2381186421292,389.16434882994736,73.29958244666763,DOWN,31.360188797336736,23.886600172587805,13.633523518698496,,Hold+,Buy,Sell,Hold+,0,Hold+,Hold+,Hold+,0,,,,12.037000000000944,,,,,,
2016-06-07,577.910694269935,995595869.952436,Hold+,90.88686593037278,505.42821844953494,502.9493032852714,545.4771970214999,511.55832515085535,545.4638780756624,494.72952353787383,33.91887187064458,25.861996844018837,618.5958289078546,392.26060799121524,74.39406742914075,UP,28.694857928301946,27.09830790694366,16.804410362547596,,Hold+,Hold+,Buy,Hold+,0,Hold+,Hold+,Hold+,0,,,,,,,,,,
2016-06-08,583.138999999999,625927307.695989,Hold+,90.99510158698966,512.5582184495349,509.1287318566999,551.2713205566536,516.860597361903,551.2583118276253,499.2030430468574,34.41072319475052,27.571742114165176,626.4782551957344,398.6381817033355,68.74623231502281,DOWN,28.520580430738907,29.545736478372305,20.052571696192633,,Hold+,Sell,Hold+,Hold+,0,Hold+,Hold+,Sell,0,,,-2.4240000000010014,,,,,,12.69399999999996,
2016-06-09,577.607,570784842.222965,Hold+,87.67680081110672,519.3441684495349,515.6557794757475,555.3229635479377,521.360330890651,555.3107400685366,503.17028326868643,33.96263265728669,28.84992022278948,631.6974758757599,406.9908610233099,69.10622519615649,HOLD,21.892990393868285,31.608000764086682,23.183959560449928,,Hold+,Buy,Sell,Hold+,0,Hold+,Hold+,0,0,,,,-0.303694269935022,,,,,,
2016-06-10,579.22764788014,574507838.259124,Hold+,86.11305887329799,526.148200843542,522.1957627081351,559.0006072913534,525.6467988157983,558.9891604899611,507.01878591802597,33.35380847555507,29.7506978733426,635.5144493831914,416.7819523038926,65.15715952770078,HOLD,9.589088512830516,32.3299432186609,25.927690224340274,,Hold+,Sell,Buy,Hold+,0,Hold+,Hold+,0,0,,,1.6206478801400408,,,,,,,
2016-06-11,597.746561993518,567638086.256336,Hold+,81.5360526953886,534.1017789432178,529.5576466125884,564.9615233993787,530.9875220141479,564.9500488412082,511.60961138744585,33.97400138523085,30.59535857572025,639.7568422189719,428.44671566746376,63.30304816224784,HOLD,13.938089373249781,29.319333832807843,27.73728587392509,,Hold+,Buy,Hold+,Hold+,0,Hold+,Hold+,0,0,,,,,,,,,,
2016-06-12,671.712278495052,2134843166.85343,Hold+,90.9117472832482,545.5286428679703,540.6546598742576,581.3847164910208,541.4115780497705,581.3700797619694,519.7108063430908,39.973138441250285,32.47091454882626,658.927538207329,432.1297475286117,58.813675698888645,UP,25.736072975952407,28.398775514844715,28.883813984043417,,Hold+,Sell,Sell,Hold+,0,Hold+,Sell,Buy,Sell,,,73.96571650153408,92.48463061491202,,,,216.98127849505204,,
2016-06-13,704.291852171108,1929369214.32626,Hold+,91.9418431455096,558.4547854765258,553.0887956919292,600.2935065956495,553.4767835402399,600.2754483584948,529.0506072619885,46.816723055409625,35.340076250142936,682.4189458177448,434.49062513530686,76.13219989985876,HOLD,32.533416415498465,27.62033663279692,29.417204906930433,,Hold+,Buy,Buy,Hold+,0,Hold+,Buy,Hold+,Hold-,,,,,,,,,,
2016-06-14,685.932131564762,1295617503.87631,Hold+,85.3952404292767,570.2986420547638,564.5251352902512,613.4686796678207,563.2882908013156,613.4494462356187,536.9888123917088,50.18038886650504,38.30813877341536,695.5103860085159,445.0868981010118,78.47375677560035,DOWN,27.220482588870876,26.81398945204205,29.37658798480163,,Hold+,Sell,Hold+,Hold+,0,Hold+,Hold+,Sell,Hold-,,,-18.359720606345945,,,,,,14.219853069709984,
2016-06-15,693.226999999999,1111645975.75259,Hold+,85.36398632478887,582.2733920547639,576.1523733854893,625.7391904881558,572.9133803715885,625.7192340045804,544.8944646846883,52.82581011656737,41.21167304204576,706.349867037482,458.1969170720459,75.11181606038048,DOWN,28.653643436172864,25.84345373775625,28.84769045042791,,Sell,Buy,Sell,Hold+,0,Hold+,Hold+,0,Hold-,,122.78199999999993,,-11.06485217110901,,,,,,
2016-06-16,765.462999999999,2295279422.85268,Sell,89.11220161553103,596.8533420547639,590.9967067188228,647.2351611822855,587.1763151588781,647.2118252146757,556.055232571643,60.058846023407455,44.9811076383181,735.0221576719752,458.68452643755256,75.96081352326368,UP,34.186994364049184,27.45143230918484,28.253894956870504,,Buy,Sell,Buy,Hold+,0,Hold+,Hold+,Buy,Buy,,,72.2360000000001,,,,,,,-93.75072150494702
2016-06-17,749.418999999999,2089119189.06223,Sell,82.64161327986203,607.8970420547639,604.1183733854893,662.955751769626,599.1942918137759,662.9312886966584,565.8394392035178,63.761459955850114,48.737178101824504,757.8805055918358,457.91357851769203,82.64386901894912,HOLD,30.668705516402085,29.19158945204174,27.805558704496338,,Hold+,Buy,Hold+,Hold+,0,Hold+,Hold+,Hold+,Buy,,,,,,,,,,
2016-06-18,756.799601258062,1639977543.48238,Hold-,82.90964787903009,619.5058221176671,614.9876401120639,677.3932670755391,610.8687591800193,677.3682351686023,575.5020234034778,66.52450789551983,52.29464406056358,778.0476870536133,460.96395718172084,70.42826626951077,DOWN,31.737449392598293,30.673780907571768,27.999051143748325,,Hold+,Sell,Sell,Hold+,0,Hold+,Hold+,Hold+,Hold+,,,7.380601258063052,-8.663398741937044,,,,,,
2016-06-19,764.045999999999,1440147059.44258,Hold-,83.28757447990301,630.9969221176668,626.3886877311114,690.7244567562252,622.2152214629807,690.699275399671,585.0423486192618,68.5092352932445,55.53756230709977,796.6672988533924,465.32654538194123,72.04999770946831,DOWN,30.480580227917244,32.72341842751689,28.616857274130066,,Sell,Buy,Buy,Hold+,0,Hold+,Hold+,Sell,Hold+,,-1.41700000000003,,,,,,,-1.41700000000003,
2016-06-20,734.161735803566,1274257070.72608,Hold-,74.47735257956168,641.1346589078454,635.9095322931859,697.4071150712008,630.5075558585796,697.38380180979,592.5877896107876,66.89955921262117,57.809961688204055,805.9574040537151,476.3119137619757,73.24530518830467,DOWN,27.037229641687173,33.19987705187873,29.41393447685604,,0,Hold+,Hold+,Hold+,0,Hold+,Hold+,0,Hold+,,,,,,,,,,
2016-06-21,664.996529355434,2616450204.69819,Hold-,61.92772933180745,647.426085375617,642.2709384529686,692.420871114929,633.0622946361244,692.4026393063101,596.2516718418667,59.35857647880459,58.11968464632417,805.3211875630406,489.53098318819355,66.94672248477565,UP,14.037395776210321,33.12886737592851,30.316059894554105,,Buy,Sell,Sell,Hold+,Sell,Hold+,Hold+,Buy,Sell,,,-99.04947064456508,-99.04947064456508,,,,,,-84.42247064456501
2016-06-22,591.895,2116429838.31777,Buy,51.01125023692941,650.0792353756171,644.7817479767781,676.955352481863,630.012865403819,676.9445643809996,596.0312242466682,46.942487078043996,55.88424513266814,801.9599660172785,498.1985047339558,61.440192408561,DOWN,2.4736542320297388,31.101145947357168,31.06715878163995,,Hold+,Buy,0,Hold+,Hold-,Hold+,Sell,Sell,0,,,,,,,,-112.39685217110798,-73.10152935543397,
2016-06-23,623.206256364615,2950728708.75751,Buy,54.97039369489286,652.7172981938478,648.7995697084265,668.6862607715171,629.5086721416557,668.6796126080797,597.4062808718363,39.177588629861475,52.54291383210681,800.5530539034398,504.88154248425576,55.38941145392578,UP,7.592629365229388,31.720172869456178,31.676978861678712,,Hold+,Sell,0,Hold+,Hold-,Hold+,Buy,0,0,,,31.31125636461502,,,,,,,
2016-06-24,661.416605159303,2819565196.65348,Sell,58.296913287971684,657.1118284518132,653.1315509064885,667.567852215792,631.8722227355554,667.5625620624578,600.6452032807822,35.69562948023656,49.17345696173276,800.1844114098583,514.039245493768,61.44765045425755,HOLD,10.651678690286719,33.1962824171452,32.24907785669349,,Hold+,Buy,0,Hold+,Hold-,Hold+,Hold+,0,0,,,,,,,,,,
2016-06-25,666.056697855809,2165368588.87937,Sell,57.09465704296148,661.690879608565,657.5377746139081,667.3353669296407,634.4044060777965,667.3309601474751,603.9550249062786,32.93096085184425,45.92495773975506,799.3887193409861,523.9930398761438,64.7133035963206,DOWN,-0.841964754896863,33.496526679128465,32.652327252630165,,Hold+,Sell,0,Hold+,Hold-,Hold+,Hold+,0,0,,,4.640092696506031,,,,,,,
2016-06-26,629.305999999999,1973414929.56767,Buy,45.22671732084369,663.8780296085649,660.1487424843475,661.4846950943112,634.02674636833,661.4827212767932,605.2377842460209,27.45794872598117,42.23155593700029,797.8229950857497,529.9330641313802,66.74137688882814,HOLD,-10.646985612562661,28.280356786624793,32.017604161074146,,Hold+,Buy,0,Hold+,Hold-,Hold+,Hold+,0,Sell,,,,,,,,,,
2016-06-27,648.299999999999,1893446210.55028,Buy,43.498678164038765,667.3974948950681,663.1362186748238,659.456280464417,635.0840244151203,659.4552187444223,607.4167323631722,24.372256049296652,38.65969595945956,795.3987407627326,539.3962490274037,59.868255364830596,HOLD,-5.486276241195438,20.76147348789948,30.24068936621997,,Hold+,Sell,0,Hold+,Hold-,Hold+,Sell,0,Hold-,,,18.994000000000028,,,,,25.093743635384044,,
2016-06-28,646.842999999999,1557753994.64064,Hold+,45.2758526854908,670.5826948950682,666.4187094238744,657.5157757775834,635.9550596436299,657.51545950153,609.4117015055956,21.56071613395352,35.23989999435835,792.7952778462193,548.3701119439172,59.588931013027,DOWN,-6.691026171802306,14.784192661844713,27.620021549922285,,Hold+,Buy,0,Hold+,Hold-,Hold+,Buy,0,Hold-,,,,,,,,,,
2016-06-29,637.437,1478192305.74155,Hold+,43.291687780151676,673.5741948950683,669.0043284714936,654.4267333502628,636.064833003361,654.4273924301947,610.8297816094124,18.361900346901848,31.864300064867056,788.9415934678732,558.2067963222635,59.21570117302175,HOLD,-16.725302202719032,7.807692661844726,24.29238536627765,,Hold+,Sell,0,Hold+,Hold-,Hold+,Hold+,0,Hold-,,,-9.40599999999904,,,,,,,
2016-06-30,671.615999999999,1557452114.66061,Hold+,37.578830810283854,678.193612501061,673.4809475191125,657.0712359117606,638.6982527808898,657.0710002744305,613.9055642599761,18.372983130870807,29.166036678067808,784.7142379485142,571.6729870536078,54.662636542775346,HOLD,-10.381775748946865,-3.5150820870052257,19.25877751535459,,Hold+,Buy,0,Hold+,Hold-,Hold+,Sell,0,Hold-,,,,,,,,24.77299999999991,,
2016-07-01,677.709999999999,1520646626.31511,Hold+,40.252171870286624,682.1917844013851,678.1705833343437,660.2464303868743,641.5880118341572,660.2452784322229,617.1340687084213,18.65841855271708,27.06451305299766,781.7755028887923,582.608065913978,52.915311683268946,HOLD,-10.45053421362654,-12.635325415900638,12.711404967776616,,Hold+,Sell,0,Hold+,Hold-,Hold+,Buy,0,Hold-,,,6.094000000000051,,,,,,,
2016-07-02,693.047,1369565986.21654,Sell,41.517224826140534,683.2585204766326,682.7086994298907,665.2926718658167,645.3997887353307,665.2901832093469,620.9752630317752,19.892883130485984,25.630187068495328,782.8266540774018,583.6903868758634,60.24963459144268,HOLD,-9.292503330951158,-18.255818723866923,5.318212767348704,,Hold+,Buy,0,Hold+,Hold-,Hold+,Hold+,0,Buy,,,,,,,,,,-63.74100000000101
2016-07-03,664.745100343393,1980745475.19314,0,37.488304150691185,681.2811828852467,682.3769290417164,665.2084300931361,646.8327747803723,665.2063494645631,623.190016799743,18.375655312763797,24.179280717349023,780.6611143978348,581.9012513726586,59.59096140373304,UP,-9.455223838953417,-23.37140253652433,-2.060609993101171,,Hold+,Sell,0,Hold+,Hold-,Hold+,Hold+,0,0,,,-28.30189965660702,,,,,,,
2016-07-04,678.700571679464,1647219062.90649,Sell,42.719788114450694,680.9196048909819,681.1582966373524,667.2841441833403,649.1933523284532,667.2817608412149,625.998850876657,18.09079185488713,22.961582944856644,780.280907003423,581.5583027785408,52.698892115083915,DOWN,2.0607689993981,-26.97133626540949,-8.879582815002452,,Hold+,Buy,0,Hold+,Hold-,Hold+,Sell,0,0,,,,,,,,0.9905716794650061,,
2016-07-05,667.530518023345,1363651288.98601,Hold-,50.392369641438655,679.6347807921491,680.2820293258562,667.3220478510334,650.5516608984451,667.3200196958264,628.1003532342794,16.770386952588296,21.723343746402975,778.9905529196642,580.2790086646339,58.3698492270205,DOWN,12.77853639975757,-25.505512976011687,-14.635255048981938,,Sell,Sell,0,Hold+,Hold-,Hold+,Buy,0,0,,2.533988667911103,-11.170053656118967,,,,,,,
2016-07-06,675.919,1193299157.94192,Hold-,66.2714037086368,675.1575807921491,679.4578388496658,668.6446558739513,652.4307230541158,668.6425428666083,630.5199767606249,16.213932819835463,20.621461561089475,765.9278197465256,584.3873418377726,61.18719518674239,DOWN,8.458314257446206,-15.026598690297533,-17.897296670716546,,0,Buy,0,Hold+,Hold-,Hold+,Hold+,0,Buy,,,,,,,,,,
2016-07-07,638.62,2122556832.55775,Buy,52.917246937373896,669.6176307921493,673.417695992523,664.0254780471895,651.4077065315887,664.0250757737239,630.9298379365373,12.617771515600793,19.020723551991743,754.6473937999749,584.5878677843236,67.63510496239621,UP,-3.4466333293541074,-8.385667002055698,-18.593094515723756,,Buy,Sell,0,Hold+,Hold-,Hold+,Hold+,0,Hold+,,,-37.29899999999998,,,,,,,
2016-07-08,665.744506272113,1407424927.23342,0,50.85498793621933,665.0648760428518,669.4331962911951,664.2899439279469,652.4696916975535,664.289524184376,632.6914601543174,11.820252230393407,17.580629287672078,739.5349921822545,590.594759903449,58.33599796398552,DOWN,-0.046871622896531115,-3.5237764589861627,-17.291444664735973,,Hold+,Buy,0,Hold+,Hold-,Hold+,Hold+,0,Hold+,,,,,,,,,,
2016-07-09,653.870512499398,1734638027.02205,0,47.659483414670156,659.5561016678217,664.5318111122111,662.686954477401,652.5734562013938,662.6870801872263,633.7631202029785,10.113498276007135,16.08720308533909,717.7095473505015,601.402655985142,55.81429536107896,UP,3.903428935907026,1.1145561048716672,-14.524248260630461,,Hold+,Sell,0,Hold+,Hold-,Hold+,Hold+,0,Hold+,,,-11.873993772714925,,,,,,,
2016-07-10,650.321,1043956725.03698,0,54.62620690326179,655.3640648776434,659.116334921735,660.7844999424161,652.4066075938832,660.785177054431,634.6009489207079,8.377892348532896,14.545340937977853,701.7752328205429,608.9528969347439,47.35851253233298,DOWN,0.3117383927195719,6.807664323621452,-10.21295299489535,,Hold+,Buy,0,Hold+,Hold-,Hold+,Hold+,0,Hold+,,,,,,,,,,
2016-07-11,649.07,969355597.138002,Buy,50.18387012977087,654.5677384098717,655.0643475025175,658.9822691820444,652.1594514758178,658.9833828234595,635.3330829053201,6.822817706226601,13.000836291627603,700.8293095611249,608.3061672586185,49.2022980522338,HOLD,0.3442875628245187,7.658990791393194,-5.26576341535211,,Hold+,Sell,0,Hold+,Hold-,Hold+,Hold+,0,Hold+,,,-1.2509999999999764,,,,,,,
2016-07-12,670.948,1085661832.40247,Hold+,55.244597333089125,658.5203884098717,655.3477508665445,660.8231508463452,653.5511958109424,660.8235409452114,637.1351977103109,7.2719550354028115,11.855060040382646,694.6301729858459,622.4106038338974,42.470746945784505,UP,5.257146980799666,5.428126505679074,-0.8466720608248579,,Hold+,Buy,0,Hold+,Hold-,Hold+,Sell,0,Hold+,,,,,,,,3.4174819766549263,,
2016-07-13,658.15,930971250.739607,Hold+,54.44103927517425,660.2675755916409,658.5027508665445,660.4118968699845,653.8918479730949,660.4123503478379,638.198546706169,6.520048896889648,10.788057811684048,692.338548135564,628.1966030477179,48.70660917365162,DOWN,-2.005014770344811,5.160439323909827,2.0371905126333365,,Hold+,Sell,0,Hold+,Hold-,Hold+,Buy,0,Hold+,,,-12.798000000000002,,,,,,,
2016-07-14,659.576,907126119.135773,Hold+,46.99671113682544,660.1755453336758,660.2346434206104,660.2832973515253,654.3128962713841,660.2837196643404,639.280245842837,5.970401080141187,9.824526465375476,692.2431981487415,628.1078925186101,49.91768017798437,HOLD,-2.6757757742985966,4.392469581874934,3.862638596051998,,Hold+,Buy,0,Hold+,Hold-,Hold+,Sell,0,Hold+,,,,,,,,1.4260000000000446,,
2016-07-15,665.686991503188,915530669.947748,Hold+,47.001203743742394,660.1570600160447,660.4379951512716,661.1146349133196,655.1554218441104,661.1147428731551,640.6164271732507,5.959213069209227,9.051463786142227,692.2108616489327,628.1032583831568,48.16676126181592,HOLD,-3.9477854311196845,3.5521685783052135,4.873487887093623,,Hold+,Sell,0,Hold+,Hold-,Hold+,Buy,0,Sell,,,6.110991503187961,,,,,,,-10.232008496812
2016-07-16,663.501,583921219.971443,Hold+,42.11319678015826,661.8668100160447,660.316295253376,661.481768003578,655.7736128186207,661.4817492192639,641.7743865582842,5.708155184957377,8.382802065905258,690.4520420334608,633.2815779986287,46.40430297939651,DOWN,-0.18715449617460192,-0.26800999312320073,4.6759784445229275,,Hold+,Buy,0,Hold+,Hold-,Hold+,Hold+,0,0,,,,,,,,,,
