Date,Close,Volumn,Single,RSI,SMA20,SMA21,EMA12,EMA26,EMA_fast,EMA_slow,MACD,SignalLine,BB_Upper,BB_Lower,MFI,OBV,ROC,MACD_tailor,Signalline_tailor,--,OBV 趨勢反轉,DSAM 連續up/down,MACD反轉,RSI突破,EMA12 vs EMA26,BB突破,MFI反轉,OBV vs ROC,MACD vs Signal Line,--,OBV P&L per position,DSAM P&L per position,MACD P&L per position,RSI P&L per position,EMA12 vs EMA26 P/L per position,BB突破 P&L per position,MFI反轉 P&L per position,OBV vs ROC P&L per position,MACD vs Signal Line P&L per position
2013-05-08,112.64,,Buy,,,,117.15893230226862,123.89908491122893,117.16165292472549,126.85870201231208,-6.740152608960301,-5.047747400311576,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-09,113,,Hold+,,,,116.51909656345806,123.09174528817493,116.5215907049027,126.15745169048908,-6.572648724716871,-5.352727665192635,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-10,118.78,,Sell,,,,116.8669278613876,122.77235674831013,116.86893405448868,125.78415263495033,-5.905428886922536,-5.463267909538615,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-11,113.01,,0,,,,116.27355434425104,122.04921921139827,116.27542999690831,125.13778051162184,-5.775664867147228,-5.5257473010603375,,,,,-16.474501108647456,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-12,114.713,,0,41.18050260039584,,,116.0334690605201,121.5057955661095,116.0351282633838,124.61028661773378,-5.472326505589393,-5.515063141966149,,,,,1.5069462879391105,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-13,117.18,,0,38.988624244578745,,,116.2098584358247,121.18536626491621,116.21120953647537,124.23431411487645,-4.975507829091512,-5.4071520793912216,,,,,2.1505845021924395,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-14,114.5,,Buy,40.418278975492896,,,115.94680329185167,120.6901539489965,115.94802550976546,123.74175782066371,-4.7433506571448305,-5.274391794941944,,,,,-2.1367521367521367,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-15,114.156,,Hold+,48.43018634637465,,,115.67129509310524,120.20614254536713,115.67241198636351,123.25671847493813,-4.534847452261886,-5.126482926405933,,,,,10.370298752779657,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-16,115.5,,Hold+,57.70183006202302,,,115.64494200185828,119.85753939385846,115.6458950228608,122.86422852010627,-4.212597392000177,-4.943705819524782,,,,,26.90913086474013,,#DIV/0!,,,,,,,,,,,,,,,,,,,,
2013-05-17,123.1,,Hold+,71.81865158149529,116.66745,,116.7918740015724,120.09772166098006,116.79233636834479,122.87615855698888,-3.305847659407661,-4.616134187501357,139.19504484417186,94.13985515582816,,,10.651685393258422,-1.7139500000000112,-1.7139500000000112,,,,,,,,,,,,,,,,,,,,
2013-05-18,123.88,,Hold+,61.67757683346278,116.09645,117.01090476190477,117.88235492440741,120.37789042683339,117.88241903489336,122.92695293400524,-2.49553550242598,-4.1920144504862815,137.16734613136916,95.02555386863085,,,6.070725233324762,-0.24080714285716454,-0.9773785714285879,,,,,,,,,,,,,,,,,,,,
2013-05-19,120.501,,Hold+,53.573973842864575,115.02350000000001,116.3061904761905,118.28522339757549,120.38700965447536,118.28515678732676,122.80419971554458,-2.101786256899871,-3.7739688117689996,132.41297086752877,97.63402913247126,,,1.8346995690019492,1.0972142857142586,-0.28584761904763906,,,,,,,,,,,,,,,,,,,,
2013-05-20,122.58,,Hold+,54.05101418331554,114.3875,115.38333333333334,118.94595825948696,120.54945338377348,118.9457036734359,122.79285520993804,-1.6034951242865247,-3.3398740742725046,129.42600763172575,99.34899236827425,,,15.206766917293224,2.036785714285699,0.2948107142856955,,,,,,,,,,,,,,,,,,,,
2013-05-21,122.9,,Hold+,70.1978161876316,114.6825,114.79285714285714,119.55427237341203,120.7235679479384,119.55387444846144,122.79827673631517,-1.1692955745263731,-2.905758374323278,130.1617994605529,99.2032005394471,,,9.108664772727277,2.920357142857128,0.819919999999982,,,,,,,,,,,,,,,,,,,,
2013-05-22,123,,Hold+,64.92537313432837,115.66100000000002,115.07857142857144,120.08438431596403,120.89219254438741,120.08388855828807,122.80848393345762,-0.807808228423383,-2.4861683451432994,130.6104177742638,100.71158222573624,,,8.849557522123893,2.681857142857126,1.1302428571428393,,,,,,,,,,,,,,,,,,,,
2013-05-23,125.748,,Hold+,67.18337197390414,117.39789999999998,116.14133333333335,120.95570980581572,121.2518819855439,120.95502889802336,122.95722344642466,-0.2961721797281882,-2.048169112060277,127.60928190349117,107.18651809650879,,,5.866307459168213,1.855528571428593,1.2338551020408042,,,,,,,,,,,,,,,,,,,,
2013-05-24,131.7,,Hold+,67.3348360435786,118.4204,118.07895238095236,122.60867752799791,122.0258166532814,122.60760545350736,123.39960794003557,0.5828608747165163,-1.5219631147049186,130.03832432588993,106.80247567411007,,,16.53835943721793,1.755885714285725,1.7295459183673378,,,,,,,,,,,,,,,,,,,,
2013-05-25,130.77,,Hold+,77.38543144390309,119.11939999999997,119.00847619047619,123.86426560061362,122.67353393822351,123.86298173475792,123.77254977826976,1.1907316623901067,-0.9794241592859136,131.94387645632938,106.29492354367056,,,13.99754169100278,2.325457142857175,2.096155102040815,,,,,,,,,,,,,,,,,,,,
