date,buy_frac,quote_vol,taker_buy_quote
2017-10-28,0.4095,7308076.01911184,2992463.28829385
2017-10-29,0.528,10620967.62459168,5607341.71306722
2017-10-30,0.3859,9030219.28673499,3484470.96871416
2017-10-31,0.4415,9487640.8400991,4189144.86604943
2017-11-01,0.4069,10951171.07254041,4456444.95893702
2017-11-02,0.4607,17369001.33091877,8002005.80575711
2017-11-03,0.4179,13614451.74654126,5689002.21482195
2017-11-04,0.4568,10064538.39659038,4597312.95311455
2017-11-05,0.4475,9000403.86573288,4027338.87761942
2017-11-06,0.4149,12673524.6216398,5258426.96569148
2017-11-07,0.411,10173272.33780804,4181187.39303234
2017-11-08,0.4585,20491286.19840822,9394534.42380506
2017-11-09,0.3784,13798534.34721742,5221300.62862515
2017-11-10,0.4797,22083345.18396158,10594456.21115611
2017-11-11,0.4106,17681445.46474999,7260382.61767693
2017-11-12,0.458,29711508.60084671,13607604.41635319
2017-11-13,0.4964,16498136.09913936,8190123.54546063
2017-11-14,0.4886,8168729.97122799,3991112.7307127
2017-11-15,0.5388,12446186.45092821,6705958.0325874
2017-11-16,0.5128,17499577.25815967,8973214.5702364
2017-11-17,0.48,31024092.61951179,14893068.96849563
2017-11-18,0.4784,30334498.31525712,14512569.88845333
2017-11-19,0.5425,30322635.7689457,16448877.84771707
2017-11-20,0.467,31567135.38731295,14741452.72913412
2017-11-21,0.4891,37074997.58090905,18131894.11366924
2017-11-22,0.5148,29124078.47217724,14992767.17647145
2017-11-23,0.5289,33400702.99957629,17665030.24869222
2017-11-24,0.4914,35840264.45804051,17613353.73937526
2017-11-25,0.5349,36093005.20140187,19306904.20494265
2017-11-26,0.4908,37138533.83941873,18226481.88953511
2017-11-27,0.5388,42961064.95202934,23145323.64948013
2017-11-28,0.4945,48235644.0576554,23851135.77284698
2017-11-29,0.6503,135976167.45757934,88423971.28943045
2017-11-30,0.5729,91430904.34116387,52384338.03597776
2017-12-01,0.5331,62260697.58291551,33193672.16592109
2017-12-02,0.5017,52046689.84006951,26111051.97904352
2017-12-03,0.482,60350708.29332783,29090180.16290429
2017-12-04,0.5399,52814985.63993067,28512751.47162289
2017-12-05,0.565,64721253.04527842,36570499.65542363
2017-12-06,0.5713,84409526.69576178,48223185.56586906
2017-12-07,0.5249,109555325.34649763,57501459.77355417
2017-12-08,0.6778,271586476.6191431,184080403.13797045
2017-12-09,0.5761,205372672.98786432,118308773.57971703
2017-12-10,0.5269,233767963.46201488,123176894.48606697
2017-12-11,0.4993,193045127.9036004,96386375.05815984
2017-12-12,0.466,155716213.09834388,72561808.35535774
2017-12-13,0.4936,196769674.3115306,97124627.48575148
2017-12-14,0.5167,186092495.1834846,96150362.10506035
2017-12-15,0.5126,159809704.04408672,81924043.94046211
2017-12-16,0.55,76293721.36508314,41958921.17812987
2017-12-17,0.4577,175867439.47045138,80497172.92855518
2017-12-18,0.4414,196339245.74519795,86666689.06405357
2017-12-19,0.4344,232790625.92336664,101134115.92016459
2017-12-20,0.4268,221193892.5022389,94404363.82531904
2017-12-21,0.5764,320176825.29037607,184537677.7923892
2017-12-22,0.4889,477509934.7182865,233435309.648319
2017-12-23,0.4985,184759685.33206666,92098774.4608775
2017-12-24,0.5387,365709589.60302895,196993097.07332075
2017-12-25,0.5616,213139657.62891454,119703848.85962638
2017-12-26,0.5597,224843731.89656886,125842113.78661472
2017-12-27,0.5248,231229932.48204058,121346099.97221792
2017-12-28,0.5267,303401227.98652,159795892.05003202
2017-12-29,0.5813,260911629.21807674,151673949.96207923
2017-12-30,0.4979,247803953.75248587,123372468.27892077
2017-12-31,0.517,155283285.36704132,80277167.6252944
2018-01-01,0.46,114799747.44197057,52809747.44038045
2018-01-02,0.5651,279717107.4337192,158080088.68331683
2018-01-03,0.5658,236116868.3361901,133587333.24534808
2018-01-04,0.595,312781583.79830784,186116793.01158932
2018-01-05,0.5736,369321956.4868375,211829900.67898223
2018-01-06,0.5932,309216920.98641044,183417769.06237718
2018-01-07,0.5439,206194706.37068352,112151163.1274352
2018-01-08,0.5196,396569997.15746266,206049582.13668823
2018-01-09,0.4781,210630187.45766863,100698572.9000214
2018-01-10,0.49,244011366.763028,119570139.8064535
2018-01-11,0.4899,446587594.6937379,218762237.37910992
2018-01-12,0.4945,222516076.27145907,110040020.181478
2018-01-13,0.4562,173086488.54788405,78958098.9463857
2018-01-14,0.4873,226525305.1293811,110381556.67259862
2018-01-15,0.5072,200614554.538343,101748315.63707082
2018-01-16,0.4802,722150828.1494025,346777069.93374634
2018-01-17,0.4906,744154180.1312059,365047291.4303791
2018-01-18,0.4916,541289614.0584046,266091805.66522688
2018-01-19,0.4944,382773499.2265792,189259676.89222243
2018-01-20,0.4997,358561107.78097045,179183657.90470728
2018-01-21,0.4969,485289230.8188924,241154449.98183498
2018-01-22,0.487,475716514.208697,231677479.12562197
2018-01-23,0.5005,399419413.2329807,199899519.27329972
2018-01-24,0.482,299470607.4302002,144335221.62540218
2018-01-25,0.4896,236081364.9736523,115584688.24733494
2018-01-26,0.4642,360482470.1737543,167328952.39330244
2018-01-27,0.4887,212663199.53348225,103935891.79616304
2018-01-28,0.4346,200211582.94345406,87011013.8320475
2018-01-29,0.4245,162110154.87880376,68819972.52308752
2018-01-30,0.4456,268978329.50861526,119864289.07103088
2018-01-31,0.4878,181644207.1131626,88609272.64228792
2018-02-01,0.4601,317636345.9843711,146130725.8704748
2018-02-02,0.4636,434236483.7044874,201292749.51509914
2018-02-03,0.4947,256834729.0599109,127068644.49604894
2018-02-04,0.4324,274912288.421322,118884553.20936234
2018-02-05,0.4712,471166218.7134473,222022401.01692358
2018-02-06,0.4955,684364276.3666689,339117633.4088549
2018-02-07,0.4962,477935038.81177694,237137973.45313892
2018-02-08,0.555,11770168.04386595,6532638.63751892
2018-02-09,0.5083,173348469.81187892,88117562.12096503
2018-02-10,0.4966,423411421.93098,210253734.38065454
2018-02-11,0.5146,366966437.24988854,188849914.34995836
2018-02-12,0.4981,362440826.9943769,180528457.55458465
2018-02-13,0.4671,305165143.6969234,142530987.43930227
2018-02-14,0.5023,370126692.72823304,185896385.02591053
2018-02-15,0.4923,512388484.73178285,252255267.8835685
2018-02-16,0.48,381103299.2238848,182947133.88868243
2018-02-17,0.505,446012696.16926724,225229265.72563553
2018-02-18,0.4843,649423311.3100227,314511909.4893312
2018-02-19,0.5052,443766562.68306607,224193685.43795273
2018-02-20,0.5031,551573232.2429588,277480902.0141192
2018-02-21,0.4749,731537130.4921861,347436564.666544
2018-02-22,0.4928,682006373.869588,336067441.6325065
2018-02-23,0.49,571800753.4709765,280171693.07297117
2018-02-24,0.4565,405618586.64803785,185164883.4517175
2018-02-25,0.4922,271286599.1260862,133525539.44882146
2018-02-26,0.4889,347559259.73845184,169936003.38761607
2018-02-27,0.4948,324295371.1414657,160450471.4557678
2018-02-28,0.4682,327914696.13067526,153537202.10196504
2018-03-01,0.5101,268172535.3811293,136788817.23158327
2018-03-02,0.4977,262936307.00785756,130864918.8230748
2018-03-03,0.5094,241749497.90247172,123142920.22314858
2018-03-04,0.4744,194849579.12502074,92437014.46393473
2018-03-05,0.5066,174866951.39806527,88588986.3365785
2018-03-06,0.4566,323842216.64859617,147874120.62232068
2018-03-07,0.4743,514808033.4879209,244164771.36009568
2018-03-08,0.4931,394641280.63843673,194608716.93503922
2018-03-09,0.4862,567082901.1319405,275735446.01075995
2018-03-10,0.4748,341210248.41481787,161991786.13432977
2018-03-11,0.4781,403491260.9275316,192897625.61146572
2018-03-12,0.4587,395562731.8650373,181454623.85622355
2018-03-13,0.4942,367353984.7132836,181534440.7752947
2018-03-14,0.4608,426058009.75594646,196344166.24842268
2018-03-15,0.5054,422130717.47310126,213358245.6744019
2018-03-16,0.5167,322355002.1651949,166563494.40168038
2018-03-17,0.4737,265973111.61762854,125987772.43325073
2018-03-18,0.4746,458311733.5188204,217530802.6198248
2018-03-19,0.4933,462654338.98212785,228208487.54690212
2018-03-20,0.509,387879393.47061425,197422831.30082303
2018-03-21,0.4768,358157473.3612324,170758402.39723507
2018-03-22,0.4821,354804129.3433086,171050710.21250018
2018-03-23,0.5033,340755592.544531,171487640.92907605
2018-03-24,0.4883,313254829.9051367,152967779.86486968
2018-03-25,0.496,247023172.30795503,122528263.982816
2018-03-26,0.4763,358429758.87319523,170723432.32235476
2018-03-27,0.4935,297609656.44043654,146860645.03540614
2018-03-28,0.5186,209186093.18317956,108484584.61222105
2018-03-29,0.4497,405591158.6323181,182402558.21113956
2018-03-30,0.4895,450352009.170998,220453635.6071132
2018-03-31,0.5178,258341534.47236216,133763988.34700295
2018-04-01,0.4974,297470498.81956285,147951173.82212943
2018-04-02,0.5095,224322159.41331607,114292405.85810466
2018-04-03,0.5085,277080072.76171273,140892233.113676
2018-04-04,0.4804,297443582.7461225,142890978.60995668
2018-04-05,0.4869,263446941.1321242,128270766.86646058
2018-04-06,0.5019,182139799.80865908,91424043.79892384
2018-04-07,0.5098,222323863.54144785,113334533.85269153
2018-04-08,0.5232,149967346.66268998,78468498.47255658
2018-04-09,0.5006,234309953.75033435,117289580.04655164
2018-04-10,0.5132,151417844.2663968,77704393.55925176
2018-04-11,0.5223,165264003.41270605,86309556.51736282
2018-04-12,0.5117,485176252.4893357,248243486.4673706
2018-04-13,0.4993,439884522.7119489,219615109.06229925
2018-04-14,0.5151,252868761.3206163,130249061.31563611
2018-04-15,0.5231,230287099.5843022,120469031.17164706
2018-04-16,0.4884,295817536.47495276,144490340.31244087
2018-04-17,0.4874,258221765.57371348,125845498.64315926
2018-04-18,0.5402,217649160.11017892,117565317.94569089
2018-04-19,0.5072,222675105.7884542,112939221.70278835
2018-04-20,0.5301,337288580.42571294,178802594.3551453
2018-04-21,0.5175,358915978.1040339,185753264.88447422
2018-04-22,0.5074,261804372.9093471,132830238.35538778
2018-04-23,0.5128,229754640.59668776,117823053.82786416
2018-04-24,0.5358,431210048.0625035,231061865.2931042
2018-04-25,0.4789,745137762.968867,356851505.69270617
2018-04-26,0.5232,385046648.13786614,201458888.2401515
2018-04-27,0.4974,342805674.55176014,170503662.7235787
2018-04-28,0.5256,321653866.2001887,169069669.9073968
2018-04-29,0.508,357004895.9636863,181366653.81958613
2018-04-30,0.499,325019389.2499412,162179073.43816054
2018-05-01,0.4888,368688349.62168455,180200005.01267993
2018-05-02,0.5345,238421833.7581133,127439644.78329857
2018-05-03,0.5443,366028365.22714454,199234352.40239447
2018-05-04,0.5154,277565997.63316435,143070410.02237806
2018-05-05,0.5208,246807563.50646493,128527642.99648473
2018-05-06,0.4804,267359420.30359015,128427770.52523223
2018-05-07,0.4683,316015961.44182944,147985335.4458844
2018-05-08,0.5127,236418155.6869351,121220083.42296955
2018-05-09,0.5297,235736782.28825977,124869560.73820229
2018-05-10,0.5009,231595002.59561664,116002381.57104652
2018-05-11,0.4725,418859806.4816156,197915875.74598894
2018-05-12,0.4858,337899865.8601307,164142437.4195177
2018-05-13,0.4993,219455683.0803555,109577063.5715992
2018-05-14,0.4924,320583612.23009104,157869523.76782727
2018-05-15,0.4971,242341031.06166917,120464422.62431279
2018-05-16,0.5023,257056552.43007562,129113378.77513841
2018-05-17,0.4918,209489039.34104192,103022237.7732931
2018-05-18,0.5265,189870380.85778695,99971085.72894707
2018-05-19,0.5081,141878775.40909582,72082928.16544355
2018-05-20,0.5326,167440553.7493928,89177519.97189689
2018-05-21,0.4991,181750674.82134953,90716245.79029092
2018-05-22,0.4981,194335432.43754092,96803604.56147255
2018-05-23,0.4873,331238049.6407461,161412820.79758897
2018-05-24,0.5027,284286378.50810045,142901418.78045785
2018-05-25,0.5175,199749585.9695036,103360633.04654914
2018-05-26,0.5337,145636226.4590289,77725757.25385071
2018-05-27,0.5485,136710618.49801704,74990830.63101184
2018-05-28,0.5297,196788994.2658081,104233730.17813647
2018-05-29,0.5542,288070643.9128678,159656478.1426219
2018-05-30,0.5371,237956894.04949042,127816792.77222247
2018-05-31,0.5525,231017579.8341327,127645145.71489055
2018-06-01,0.5557,211458512.1230823,117516855.67846663
2018-06-02,0.5817,203370447.6906526,118295998.95554544
2018-06-03,0.5731,211737376.85348508,121340420.79636246
2018-06-04,0.5497,244167051.18701583,134226423.79685757
2018-06-05,0.546,237722147.65258065,129807510.9227184
2018-06-06,0.5537,207006657.7801965,114621117.15696232
2018-06-07,0.5752,192949056.84199956,110989280.27224815
2018-06-08,0.5572,178204158.39968467,99303699.20240831
2018-06-09,0.5509,147171153.412775,81075317.67777646
2018-06-10,0.4971,367338754.56308055,182618941.75990874
2018-06-11,0.5417,233056682.85777125,126255580.92727299
2018-06-12,0.5262,245787800.8012235,129341137.97553147
2018-06-13,0.5497,295395681.6623412,162375277.43848026
2018-06-14,0.5359,289074808.7841299,154927680.45566282
2018-06-15,0.5396,196192096.14553952,105856682.82114992
2018-06-16,0.5724,143760033.69408152,82290350.53863607
2018-06-17,0.565,129120718.76299886,72949865.16298054
2018-06-18,0.5554,208570443.9599789,115843959.76406443
2018-06-19,0.5286,163420093.794135,86385611.9854134
2018-06-20,0.518,175935335.65057912,91142872.89139906
2018-06-21,0.5959,171149859.23602843,101995867.72331426
2018-06-22,0.4855,327460666.91451645,158994318.27114403
2018-06-23,0.5678,162755765.84514263,92413061.16412096
2018-06-24,0.5476,284095336.0578902,155558130.88157263
2018-06-25,0.5613,242859915.8036461,136305269.99012783
2018-06-26,0.5073,119676555.56449406,60710073.42453224
2018-06-27,0.54,117103011.80356833,63236432.02491027
2018-06-28,0.5377,185247010.87925187,99598694.73730522
2018-06-29,0.5526,201409363.91549844,111291346.32526273
2018-06-30,0.5285,241568568.0310778,127666717.38353093
2018-07-01,0.5652,175096501.49486908,98972791.71265253
2018-07-02,0.5231,235524330.64865336,123205676.19274497
2018-07-03,0.5305,254550438.13768882,135047837.81678846
2018-07-04,0.52,156277884.33011597,81263604.85511883
2018-07-05,0.548,230809190.30740514,126481460.00873661
2018-07-06,0.5543,192230903.67599213,106560209.09449029
2018-07-07,0.5379,158034155.17779142,85004234.47737303
2018-07-08,0.534,165941351.79836008,88613261.77225646
2018-07-09,0.5383,179250573.66648534,96490394.6402318
2018-07-10,0.4998,249099760.1897497,124490444.6988554
2018-07-11,0.5458,182357469.0280709,99524638.10405177
2018-07-12,0.5133,194325733.7875043,99754110.04002684
2018-07-13,0.5003,164467999.80925834,82276362.81213073
2018-07-14,0.553,110959488.24719918,61362055.0050005
2018-07-15,0.5912,145409822.7448766,85970280.535022
2018-07-16,0.5564,237104112.4504954,131922164.85268562
2018-07-17,0.5374,364669305.0369064,195977152.69184417
2018-07-18,0.5245,440669913.2083524,231133137.36801252
2018-07-19,0.5502,305198281.1394862,167927663.73101327
2018-07-20,0.5204,342862693.0959096,178428687.4942052
2018-07-21,0.5689,212126417.2287315,120688066.37566295
2018-07-22,0.5646,225619234.83744207,127390550.71923563
2018-07-23,0.5465,320156546.58240986,174955411.03556776
2018-07-24,0.5481,487117211.6818982,266991169.60952124
2018-07-25,0.5271,398119757.8038501,209867505.7687837
2018-07-26,0.5181,352101207.6799552,182431837.49948886
2018-07-27,0.5305,350881696.75270694,186142745.18866938
2018-07-28,0.5333,214357817.0314018,114326656.22009628
2018-07-29,0.5573,209564023.05224952,116797668.8754396
2018-07-30,0.5216,321599782.180698,167753771.91739196
2018-07-31,0.5025,379841367.20240223,190885799.45286343
2018-08-01,0.5205,322252070.44348675,167734477.27458394
2018-08-02,0.5635,285656680.7015636,160971512.85409075
2018-08-03,0.5237,330599837.7285522,173144499.51146755
2018-08-04,0.4903,262282965.48573315,128601932.84105054
2018-08-05,0.5575,229992627.52322164,128216222.18516615
2018-08-06,0.5339,229071781.1153667,122304301.71216843
2018-08-07,0.529,316365882.1031662,167343592.15417215
2018-08-08,0.5075,382460776.49398136,194091707.79787877
2018-08-09,0.5449,332880900.89059937,181381407.1101644
2018-08-10,0.5263,374699380.9484915,197214827.2919826
2018-08-11,0.5531,291056267.0892287,160978348.30636576
2018-08-12,0.5435,243227298.87942722,132190051.41706526
2018-08-13,0.548,341552293.0073001,187178430.28020313
2018-08-14,0.5089,303179556.3624503,154285607.85051605
2018-08-15,0.5399,439109005.4034304,237077628.52971667
2018-08-16,0.5365,307755605.1624039,165123672.3296188
2018-08-17,0.5603,374472431.7235812,209831423.42862132
2018-08-18,0.5486,345964004.3657212,189808853.55518273
2018-08-19,0.5614,289271954.55326533,162405728.97807813
2018-08-20,0.5358,317617945.7492608,170185693.09984115
2018-08-21,0.5586,265458342.7817206,148276323.26185247
2018-08-22,0.5196,512501182.2029021,266272244.80136198
2018-08-23,0.5485,259786384.55491504,142492145.48212314
2018-08-24,0.5557,251513064.47447148,139769204.2073669
2018-08-25,0.5114,129083702.47542232,66019304.90679335
2018-08-26,0.4924,134117930.3957502,66041984.74840774
2018-08-27,0.5686,254214730.3171242,144536972.8579014
2018-08-28,0.548,338220284.2901657,185343334.34057817
2018-08-29,0.5485,304565438.4850058,167062558.37522662
2018-08-30,0.5471,309357226.58362526,169234472.84231016
2018-08-31,0.5354,282722730.0613195,151377811.89247838
2018-09-01,0.5592,287299347.7691456,160667815.7528499
2018-09-02,0.5633,288526018.71327895,162523675.69236815
2018-09-03,0.5222,235393601.42514038,122917873.88750283
2018-09-04,0.5661,258978411.27108595,146619387.998844
2018-09-05,0.4955,449463489.0579975,222719950.68442562
2018-09-06,0.5331,390391932.2091176,208137324.51688048
2018-09-07,0.5518,250716129.90518978,138344836.356928
2018-09-08,0.5138,241711345.37120345,124201124.44821739
2018-09-09,0.5614,233583450.1054205,131143409.64187042
2018-09-10,0.569,204178349.9698747,116171984.1646136
2018-09-11,0.5565,208346648.80045936,115940661.5120764
2018-09-12,0.5476,197398009.01256666,108098184.76419269
2018-09-13,0.536,260985165.19184464,139897583.37583557
2018-09-14,0.5361,241466662.64800575,129446503.53889132
2018-09-15,0.54,164557841.0798692,88868550.64006232
2018-09-16,0.5544,178614079.15149954,99017939.4839293
2018-09-17,0.5042,228970700.75042215,115435845.03181572
2018-09-18,0.5559,205736329.40707865,114376447.08866695
2018-09-19,0.5434,247455364.52379557,134463617.32427764
2018-09-20,0.5388,161844271.63360685,87206867.75902455
2018-09-21,0.5487,345746941.99998635,189708795.74198133
2018-09-22,0.5641,197210670.8919785,111254665.99411064
2018-09-23,0.5631,203479219.3864065,114584135.91268952
2018-09-24,0.5287,234355999.54311827,123915474.8670641
2018-09-25,0.5289,258927200.8310643,136948219.4725573
2018-09-26,0.5624,216859675.30134344,121969834.64946201
2018-09-27,0.5562,216914853.24175176,120651951.00860989
2018-09-28,0.559,283144987.5042306,158267801.16155452
2018-09-29,0.5303,198424303.60660565,105227105.4169398
2018-09-30,0.5475,183438992.37719536,100438551.14193347
2018-10-01,0.5367,136115256.96830678,73056146.10206315
2018-10-02,0.5353,185725492.2802391,99418910.24218993
2018-10-03,0.5377,184622957.02490726,99276382.4347858
2018-10-04,0.5519,132348680.67600606,73043810.82721473
2018-10-05,0.534,106264514.65757655,56749217.58541545
2018-10-06,0.4767,72247942.41429408,34437347.9568216
2018-10-07,0.5037,114489082.75364278,57668448.4121986
2018-10-08,0.5334,153704602.4302414,81982575.94542176
2018-10-09,0.4955,102115186.42882323,50595009.05115302
2018-10-10,0.4432,101609680.88217257,45031596.85703905
2018-10-11,0.5012,308153124.4458242,154456787.9738591
2018-10-12,0.548,183030273.01127478,100299391.32049821
2018-10-13,0.4934,120728650.99596693,59568245.33199458
2018-10-14,0.4562,99527294.08483064,45405725.82626989
2018-10-15,0.5198,627984505.5555729,326438267.175792
2018-10-16,0.5154,186122772.22286084,95928783.40007886
2018-10-17,0.5162,179641733.16423723,92735373.87392446
2018-10-18,0.4841,134777360.1544343,65252041.08921054
2018-10-19,0.5633,136686215.6690547,76995910.01401609
2018-10-20,0.545,126325797.49570584,68848403.0365021
2018-10-21,0.5146,43146401.58918715,22204439.20522993
2018-10-22,0.5181,106815019.55165032,55341971.19307679
2018-10-23,0.526,90969791.0251596,47847204.0370594
2018-10-24,0.4645,78795617.02141578,36598642.16926681
2018-10-25,0.5188,67691945.44596253,35118312.45154271
2018-10-26,0.4956,61792487.79642334,30622521.98363894
2018-10-27,0.492,50667220.04441258,24926178.8679294
2018-10-28,0.4751,37298357.26271342,17719438.99521591
2018-10-29,0.4728,88484721.03624511,41839860.73171636
2018-10-30,0.5123,56393439.18288881,28892142.58988397
2018-10-31,0.4972,76970488.28166042,38272580.58381576
2018-11-01,0.5012,58031686.8315247,29086134.32882036
2018-11-02,0.5095,62589428.22024873,31889801.28230129
2018-11-03,0.4747,48934237.93991929,23226775.94830495
2018-11-04,0.5397,68169573.18695,36792110.49723886
2018-11-05,0.5069,58127213.13931594,29465680.23859559
2018-11-06,0.4809,77336101.18719475,37189108.73306704
2018-11-07,0.4947,93820576.63463956,46413326.05582056
2018-11-08,0.4805,86450363.67835227,41543352.29678714
2018-11-09,0.5086,75997777.50255908,38655506.51281597
2018-11-10,0.4815,49745307.64123968,23951565.83481469
2018-11-11,0.4627,52709099.31784609,24388849.49935703
2018-11-12,0.5095,65390882.14088421,33319237.91336477
2018-11-13,0.524,76142983.15196352,39897081.36738298
2018-11-14,0.4389,279632622.89436775,122727749.8468148
2018-11-15,0.5124,270133503.66131264,138413226.3312415
2018-11-16,0.5389,219097215.966752,118076678.41618489
2018-11-17,0.5552,148072393.10210443,82212555.95855413
2018-11-18,0.5398,134893236.9862243,72812616.98964535
2018-11-19,0.4935,368688743.45440894,181961869.3694022
2018-11-20,0.5113,548036628.7293574,280209159.00641763
2018-11-21,0.5165,281264433.4846592,145270590.60586113
2018-11-22,0.4959,157459733.7241475,78079163.83838251
2018-11-23,0.5235,215283656.11539474,112703529.40285806
2018-11-24,0.4918,258702927.69916427,127231531.56615078
2018-11-25,0.5235,398253568.5292384,208468641.38665482
2018-11-26,0.5108,373230308.28477746,190643829.05834308
2018-11-27,0.5386,257593168.12182525,138747058.9298063
2018-11-28,0.5142,382697308.297627,196769358.56550518
2018-11-29,0.4997,316809038.40988266,158303080.30548847
2018-11-30,0.4994,278810574.935784,139232146.69274852
2018-12-01,0.5001,186157614.3155972,93092891.05095033
2018-12-02,0.5048,162917339.00647366,82236824.78200336
2018-12-03,0.4731,195055919.54337287,92281403.0479723
2018-12-04,0.4939,191673423.7062659,94658347.08020414
2018-12-05,0.4661,169404368.19157183,78965669.66403113
2018-12-06,0.4787,254722331.49494052,121928277.43586436
2018-12-07,0.5022,322364604.2802089,161888033.89864394
2018-12-08,0.5308,187909876.24894738,99748773.25286005
2018-12-09,0.5087,161618597.82859048,82219737.9350548
2018-12-10,0.5033,142507933.07357892,71728122.27762426
2018-12-11,0.5135,121841475.29281934,62566361.86365689
2018-12-12,0.5343,116227185.7924007,62102213.79885198
2018-12-13,0.4915,134817053.72748312,66262762.30044974
2018-12-14,0.507,145101409.49359843,73559210.30184719
2018-12-15,0.5386,95588793.64058845,51480397.90105426
2018-12-16,0.5324,80068159.40481837,42626126.40565618
2018-12-17,0.5173,228758085.61846116,118345866.95801295
2018-12-18,0.5228,216563775.02523193,113218237.08727913
2018-12-19,0.511,352638213.53853136,180189225.2989942
2018-12-20,0.5196,399967057.78281647,207803692.00369182
2018-12-21,0.5025,325803279.9626696,163730611.79275241
2018-12-22,0.528,165085567.58556616,87158242.38930173
2018-12-23,0.5041,158756356.81762382,80034022.88002953
2018-12-24,0.5126,264628967.06591076,135645529.90615216
2018-12-25,0.5026,235584302.95256105,118404280.4976858
2018-12-26,0.5231,159705204.50415567,83539027.8284803
2018-12-27,0.5052,161915849.87310502,81803859.05606578
2018-12-28,0.5318,170638519.2472785,90747704.90251859
2018-12-29,0.5027,148205200.1077372,74500753.17536026
2018-12-30,0.5248,124966229.52022897,65587964.90351099
2018-12-31,0.5178,111847216.11708207,57912258.76286516
2019-01-01,0.5442,88149249.09230462,47973435.866858
2019-01-02,0.51,133876627.2465106,68277897.66105787
2019-01-03,0.5031,111657372.69526468,56172495.42692984
2019-01-04,0.5279,111034550.64066195,58616203.97789647
2019-01-05,0.489,115893501.27515878,56667455.38615935
2019-01-06,0.5408,142198812.18914708,76903705.93007119
2019-01-07,0.5148,126830380.49287239,65287611.65056139
2019-01-08,0.5155,154778846.54236615,79781104.89538665
2019-01-09,0.5169,115218950.31554872,59559010.745234
2019-01-10,0.4762,221789348.03469807,105616252.06340843
2019-01-11,0.5193,137560743.6248598,71430015.64522146
2019-01-12,0.5295,78908770.67658037,41778835.50680978
2019-01-13,0.5193,92882249.46737902,48229503.0153272
2019-01-14,0.5227,125631820.06705058,65668831.10400985
2019-01-15,0.5047,122785440.22887538,61971796.9125699
2019-01-16,0.5162,98504455.20666535,50843136.81523343
2019-01-17,0.5382,106709136.97324342,57427195.93767381
2019-01-18,0.5552,81699723.54479145,45362975.23668103
2019-01-19,0.5247,81354185.90325992,42690540.30785225
2019-01-20,0.4975,99767239.95381454,49633530.63808028
2019-01-21,0.5326,69316548.76685554,36918177.63501831
2019-01-22,0.5343,103804480.11605988,55461347.6939766
2019-01-23,0.5268,88816396.34583545,46789527.0087881
2019-01-24,0.5271,74037052.86632736,39023591.88152408
2019-01-25,0.5504,62634926.45524528,34473989.38670668
2019-01-26,0.5237,69841766.64693148,36578851.51879908
2019-01-27,0.509,80743416.84653682,41100311.44740031
2019-01-28,0.5034,139258708.76430878,70100390.81728584
2019-01-29,0.5289,100542807.46479908,53180295.18051735
2019-01-30,0.5559,82521122.86191754,45877250.0578734
2019-01-31,0.5177,101928346.97699685,52764623.95051864
2019-02-01,0.5359,87075914.2326683,46664199.94907889
2019-02-02,0.5378,62134037.97539881,33417963.69624554
2019-02-03,0.5097,68801620.06241606,35070884.46205618
2019-02-04,0.5355,80024258.22766612,42856551.66874073
2019-02-05,0.54,87491347.06381486,47248405.24357039
2019-02-06,0.5113,120500703.0051573,61609674.49994292
2019-02-07,0.5343,63611505.78657223,33985909.98028422
2019-02-08,0.5317,170118212.46197885,90453750.95066436
2019-02-09,0.5335,90488500.0676624,48274378.26417207
2019-02-10,0.5353,84696423.96233752,45337811.06485932
2019-02-11,0.5094,90731831.90427426,46221559.64321214
2019-02-12,0.5084,106766439.99436474,54283275.96877608
2019-02-13,0.526,93350740.94830574,49100779.82827613
2019-02-14,0.5181,78367545.57945932,40602592.45976747
2019-02-15,0.5218,74938358.18352868,39106496.49706577
2019-02-16,0.5342,70894921.80761532,37873280.57143865
2019-02-17,0.5065,93426433.13226134,47317986.79403941
2019-02-18,0.5302,242898012.76922593,128779026.65413164
2019-02-19,0.538,197091641.04739994,106038298.75034282
2019-02-20,0.5513,142571564.5611299,78593009.217168
2019-02-21,0.5363,122714273.87417652,65816472.08951928
2019-02-22,0.5401,94739322.74557026,51172984.8508417
2019-02-23,0.5283,135782959.41827348,71727695.5046879
2019-02-24,0.4872,244146803.51886994,118938981.43024275
2019-02-25,0.5358,145285565.2031707,77851143.96719553
2019-02-26,0.5128,109932596.10609363,56376982.48230529
2019-02-27,0.5149,119564023.12004226,61560455.27515973
2019-02-28,0.5193,124703738.39336836,64761233.24960861
2019-03-01,0.5513,88851336.5211179,48982541.74343915
2019-03-02,0.5271,74175357.77882297,39098061.94664881
2019-03-03,0.5297,63791898.99159701,33793163.48606208
2019-03-04,0.5188,129739738.23815794,67312533.26381876
2019-03-05,0.5453,124945530.76214454,68134618.18206476
2019-03-06,0.5305,95417637.5889866,50622286.0620538
2019-03-07,0.5052,102585458.38333897,51827450.49331647
2019-03-08,0.517,135000852.01035947,69791058.74747884
2019-03-09,0.5309,121353606.96803357,64429542.99978998
2019-03-10,0.5399,90693949.72150731,48968093.08714351
2019-03-11,0.5099,147721971.09446937,75329574.17851433
2019-03-12,0.5137,104393849.44844826,53624520.4549435
2019-03-13,0.5249,94680049.46033753,49699859.82552118
